bibno|copyno|bid|date_key
5330|34682|142|2003-07-15
59235|72394|6662|2003-07-15
39758|71254|6662|2003-07-15
47100|66598|6662|2003-07-15
35653|62898|30|2003-07-15
28|44358|3580|2003-07-15
33421|53511|3580|2003-07-15
14055|45946|3580|2003-07-15
49742|66627|11532|2003-07-15
30767|51382|11430|2003-07-15
44809|64280|11430|2003-07-15
53637|70815|2984|2003-07-15
54513|70082|2984|2003-07-15
54255|70111|2984|2003-07-15
58836|71937|11506|2003-07-15
45142|64747|11506|2003-07-15
58190|71651|10270|2003-07-15
49458|68682|7776|2003-07-15
5722|41840|9427|2003-07-15
29886|66156|9344|2003-07-15
57164|71328|11591|2003-07-15
57164|71328|11591|2003-07-15
57181|71324|11591|2003-07-15
24582|60902|10109|2003-07-16
1479|45171|10109|2003-07-16
30883|56655|10109|2003-07-16
6437|70759|10109|2003-07-16
28678|54797|10837|2003-07-16
49517|68299|10837|2003-07-16
50372|68806|10837|2003-07-16
53727|69709|10837|2003-07-16
46553|66112|7125|2003-07-16
18795|46806|7125|2003-07-16
42991|65087|7125|2003-07-16
31613|52365|10121|2003-07-16
3577|43647|10121|2003-07-16
32353|53137|10137|2003-07-16
39007|57664|118|2003-07-16
8456|29352|118|2003-07-16
27278|60604|118|2003-07-16
38167|57058|118|2003-07-16
31613|61774|10875|2003-07-16
31446|55059|10875|2003-07-16
56617|70973|10057|2003-07-16
59026|72082|10057|2003-07-16
58978|72086|10057|2003-07-16
39852|58790|10057|2003-07-16
58971|72221|10057|2003-07-16
49060|68016|10057|2003-07-16
59026|72081|11210|2003-07-16
56617|72105|11210|2003-07-16
36354|57329|11210|2003-07-16
31551|52023|11210|2003-07-16
35995|54901|11210|2003-07-16
36415|55447|4775|2003-07-16
59359|71749|3885|2003-07-16
46259|64996|8368|2003-07-16
1119|44705|8368|2003-07-16
31878|52677|8368|2003-07-16
46259|64996|11586|2003-07-16
1119|44705|11586|2003-07-16
31878|52677|11586|2003-07-16
8382|43644|118|2003-07-16
10609|42207|118|2003-07-16
35239|68702|10246|2003-07-16
3555|24638|118|2003-07-16
11608|41946|118|2003-07-16
11547|25650|4537|2003-07-16
11547|25651|4537|2003-07-16
11547|25652|4537|2003-07-16
50881|69206|3907|2003-07-16
58909|72023|3907|2003-07-16
58965|72111|3907|2003-07-16
3740|28678|10092|2003-07-17
59512|72530|2984|2003-07-17
59509|72532|2984|2003-07-17
33055|53636|7716|2003-07-17
41374|68910|7716|2003-07-17
56761|71229|4778|2003-07-17
44640|63712|2134|2003-07-17
46006|65252|56|2003-07-17
25952|54866|56|2003-07-17
31876|52804|11098|2003-07-17
9732|41990|11098|2003-07-17
40094|58398|101|2003-07-17
52222|69565|11109|2003-07-17
40330|58445|11109|2003-07-17
52033|69521|11109|2003-07-17
35235|54218|11109|2003-07-17
58719|71901|6662|2003-07-17
37077|56101|5911|2003-07-17
1908|47006|4985|2003-07-18
1905|33972|4985|2003-07-18
802|59845|10116|2003-07-18
38824|60905|10116|2003-07-18
14055|48153|10116|2003-07-18
14514|42107|10150|2003-07-18
24436|49184|11073|2003-07-18
16243|32038|11073|2003-07-18
24593|49187|11073|2003-07-18
39770|58680|11073|2003-07-18
25438|52046|11073|2003-07-18
39753|58692|11073|2003-07-18
36541|55453|4933|2003-07-18
59257|72440|4933|2003-07-18
33270|53179|9210|2003-07-18
14299|36364|9210|2003-07-18
43882|62793|9210|2003-07-18
34296|53737|10150|2003-07-18
49475|68174|10150|2003-07-18
22405|47566|10150|2003-07-18
39826|65054|10150|2003-07-18
32375|53124|11593|2003-07-18
46058|66564|26|2003-07-18
58978|72088|26|2003-07-18
41317|59295|10094|2003-07-18
46059|65532|10094|2003-07-18
56812|CD263|26|2003-07-18
416|47672|11594|2003-07-18
746|42532|11594|2003-07-18
2631|26629|11594|2003-07-18
5607|32946|11594|2003-07-18
4133|25325|11594|2003-07-18
31553|52063|11108|2003-07-18
45931|64125|11108|2003-07-18
48924|66519|10207|2003-07-18
5460|45394|10207|2003-07-18
22190|47869|10207|2003-07-18
49573|68471|9728|2003-07-18
28601|50478|11482|2003-07-18
47235|65476|11482|2003-07-18
47235|65477|11482|2003-07-18
47235|65478|11482|2003-07-18
47235|65479|11482|2003-07-18
47235|65480|11482|2003-07-18
54588|70156|2984|2003-07-18
39747|58699|9055|2003-07-18
39867|58659|9055|2003-07-18
443|66342|9055|2003-07-18
58971|72222|6580|2003-07-18
7607|53833|4287|2003-07-18
31751|52551|4287|2003-07-18
353|46855|4287|2003-07-18
22453|57163|9874|2003-07-18
1863|43629|9874|2003-07-18
38491|57220|9874|2003-07-18
43390|54381|10357|2003-07-21
41625|69320|10136|2003-07-21
23950|55388|10136|2003-07-21
48907|66468|10986|2003-07-21
36284|73269|9910|2003-07-21
59575|73266|7790|2003-07-21
59580|73264|7790|2003-07-21
59581|73263|7790|2003-07-21
57710|71575|9326|2003-07-21
41108|60070|9326|2003-07-21
42585|60438|9326|2003-07-21
4015|28057|9326|2003-07-21
3068|29623|11020|2003-07-21
22399|48060|11020|2003-07-21
58967|72117|3988|2003-07-21
42995|64815|3988|2003-07-21
49474|68171|3988|2003-07-21
49554|68320|3988|2003-07-21
35239|68705|10246|2003-07-21
43273|60755|10246|2003-07-21
43273|60756|10246|2003-07-21
38813|63762|10246|2003-07-21
40112|64209|2946|2003-07-21
53720|64415|4481|2003-07-21
58981|72225|1975|2003-07-21
59348|71745|11596|2003-07-21
57183|71334|11596|2003-07-21
58599|71768|11596|2003-07-21
56122|70767|149|2003-07-22
56833|71250|3240|2003-07-22
2552|34609|3240|2003-07-22
49759|67913|8143|2003-07-22
55538|70620|8143|2003-07-22
32516|57102|2895|2003-07-22
32275|62934|2895|2003-07-22
12477|46461|10357|2003-07-22
18795|68438|11129|2003-07-22
32324|53077|11129|2003-07-22
3384|31843|4718|2003-07-22
22598|48166|4718|2003-07-22
38224|57157|4718|2003-07-22
22804|48877|9905|2003-07-22
38326|57290|2447|2003-07-22
35870|56741|4349|2003-07-23
47792|67960|11065|2003-07-23
37321|66719|101|2003-07-23
45905|66687|4664|2003-07-23
35485|54465|4664|2003-07-23
49412|68141|4690|2003-07-23
31014|51688|4690|2003-07-23
58670|71845|4690|2003-07-23
36354|55305|4690|2003-07-23
19594|72213|4690|2003-07-23
38720|68026|4690|2003-07-23
35239|68702|10246|2003-07-23
31797|52656|356|2003-07-23
59521|73219|1|2003-07-23
59519|73220|1|2003-07-23
40317|63611|11587|2003-07-23
4647|45353|11587|2003-07-23
22312|47999|11587|2003-07-23
22557|48187|4718|2003-07-23
11547|25651|4537|2003-07-23
11547|25650|4537|2003-07-23
11547|25652|4537|2003-07-23
49058|68032|10028|2003-07-24
49253|68071|10028|2003-07-24
59611|73280|52|2003-07-24
59604|73279|52|2003-07-24
59474|72640|484|2003-07-24
59474|72648|484|2003-07-24
24865|49305|11003|2003-07-24
40415|58476|11003|2003-07-24
22731|48329|11003|2003-07-24
40367|58432|11003|2003-07-24
40611|58413|11003|2003-07-24
36061|54236|2858|2003-07-24
33948|53829|2858|2003-07-24
43099|61620|2858|2003-07-24
45152|62675|2858|2003-07-24
45693|65211|3183|2003-07-24
36268|60912|3183|2003-07-24
37163|55566|10315|2003-07-24
45739|64098|10315|2003-07-24
37261|56579|10315|2003-07-24
37077|56101|854|2003-07-24
9290|33173|854|2003-07-24
41061|59711|11141|2003-07-24
12709|30918|11141|2003-07-24
3727|28857|11141|2003-07-24
43280|60761|10207|2003-07-24
58113|71678|10207|2003-07-24
3553|28423|10096|2003-07-24
25952|49523|10097|2003-07-24
35537|54394|10097|2003-07-24
53731|69707|10097|2003-07-24
48869|66626|10642|2003-07-25
41135|59821|10642|2003-07-25
46468|68801|10642|2003-07-25
31|44363|1467|2003-07-25
8697|40927|1467|2003-07-25
9024|43435|1467|2003-07-25
28600|58315|2858|2003-07-25
31578|52084|2858|2003-07-25
10228|45756|173|2003-07-25
1848|33363|10018|2003-07-25
12240|47892|10018|2003-07-25
36018|56354|10018|2003-07-25
30896|64980|2863|2003-07-25
26513|54399|2863|2003-07-25
44648|68508|3988|2003-07-25
40729|57932|10429|2003-07-25
41386|64278|10429|2003-07-25
58569|71777|10429|2003-07-25
50073|67926|10429|2003-07-25
35526|54817|5800|2003-07-25
15188|28713|5800|2003-07-25
38884|58069|5800|2003-07-25
37961|56722|118|2003-07-25
26742|49723|118|2003-07-25
38819|57508|118|2003-07-25
49398|68101|118|2003-07-25
52167|72290|2984|2003-07-25
45515|64929|2984|2003-07-25
40441|59342|2984|2003-07-25
58451|71737|2984|2003-07-25
5586|35088|5912|2003-07-28
50988|69062|5912|2003-07-28
50871|69229|5912|2003-07-28
988|44712|5912|2003-07-28
36407|58717|2330|2003-07-28
39877|58708|2330|2003-07-28
59282|71820|8143|2003-07-28
59374|71778|8143|2003-07-28
44893|64252|11577|2003-07-28
54589|69942|11577|2003-07-28
39834|64736|11577|2003-07-28
59602|73275|9230|2003-07-28
16935|27842|10096|2003-07-28
1479|45171|10096|2003-07-28
30883|56655|10096|2003-07-28
43287|62722|10280|2003-07-28
30789|51385|11052|2003-07-28
31797|52657|3580|2003-07-28
3168|21504|3580|2003-07-28
27316|59016|3580|2003-07-28
45985|64965|3580|2003-07-28
25738|56086|10318|2003-07-28
22557|48186|10318|2003-07-28
22804|48877|11430|2003-07-29
33701|53857|10098|2003-07-29
26599|39732|9210|2003-07-29
8456|29352|9210|2003-07-29
14299|36364|9210|2003-07-29
43882|62793|9210|2003-07-29
34182|53899|11597|2003-07-29
47060|65639|11597|2003-07-29
36216|55144|11597|2003-07-29
44909|64266|11591|2003-07-29
54117|69681|11591|2003-07-29
853|43264|9837|2003-07-29
31998|56868|9837|2003-07-29
36905|55933|1467|2003-07-29
43390|54381|1467|2003-07-29
41470|60050|5800|2003-07-29
40402|63964|5800|2003-07-29
7148|43342|5800|2003-07-29
3821|36053|5800|2003-07-29
49056|68003|5800|2003-07-29
36029|54945|3853|2003-07-29
22022|49505|3853|2003-07-29
19938|46998|11598|2003-07-30
43306|61747|9263|2003-07-30
41353|60060|9263|2003-07-30
58279|71466|9263|2003-07-30
55141|72229|3213|2003-07-30
12715|46261|1467|2003-07-30
35239|68703|11476|2003-07-30
35239|68704|11476|2003-07-30
35239|54219|11476|2003-07-30
6437|70759|9204|2003-07-30
57710|71574|9204|2003-07-30
30883|56653|9204|2003-07-30
40407|59243|9697|2003-07-30
43093|60717|9697|2003-07-30
49486|68374|9697|2003-07-30
49037|72103|2984|2003-07-30
44212|67225|4960|2003-07-30
34258|62911|4960|2003-07-30
26322|67335|11140|2003-07-30
27096|49854|11140|2003-07-30
17562|20082|11140|2003-07-30
4278|27079|4287|2003-07-30
49618|71425|4606|2003-07-31
40405|59242|10429|2003-07-31
44669|62679|10429|2003-07-31
48961|68523|10429|2003-07-31
34280|51225|10429|2003-07-31
34378|71012|79|2003-07-31
28487|50528|79|2003-07-31
1158|44670|79|2003-07-31
26720|37316|79|2003-07-31
52631|69647|2984|2003-07-31
52631|69646|2984|2003-07-31
43375|60439|5507|2003-08-01
22912|49838|5507|2003-08-01
56502|71072|3251|2003-08-01
48704|67737|10233|2003-08-01
31018|52359|10233|2003-08-01
39747|58699|1975|2003-08-01
22536|48177|1975|2003-08-01
39867|58659|1975|2003-08-01
26081|42276|1975|2003-08-01
11027|33047|9304|2003-08-01
28307|57371|9304|2003-08-01
10920|22877|9304|2003-08-01
9427|18932|353|2003-08-04
32324|53077|11129|2003-08-04
58986|72205|11129|2003-08-04
53420|72157|11129|2003-08-04
49353|68198|11129|2003-08-04
49355|68199|11129|2003-08-04
59583|73272|353|2003-08-04
4301|28593|10096|2003-08-04
36310|55201|9427|2003-08-04
36661|55478|9427|2003-08-04
39064|57627|9427|2003-08-04
31553|52063|4106|2003-08-05
45931|64125|4106|2003-08-05
53257|69807|10150|2003-08-05
41373|60107|5537|2003-08-06
42991|65087|5813|2003-08-06
46553|66112|5813|2003-08-06
43804|64577|4664|2003-08-06
48781|66434|4664|2003-08-06
37101|56124|4664|2003-08-06
45905|71882|4664|2003-08-06
45648|64946|10935|2003-08-06
58258|71669|10935|2003-08-06
11437|36994|10935|2003-08-06
42995|64815|11601|2003-08-06
54222|70219|6721|2003-08-06
53785|69983|6721|2003-08-06
45750|66266|6721|2003-08-06
20413|47102|9771|2003-08-06
38151|57076|3853|2003-08-06
46706|66244|3853|2003-08-06
33269|53186|3853|2003-08-06
45590|64780|3853|2003-08-06
38178|57020|3853|2003-08-06
37552|56551|2424|2003-08-06
37552|56552|2424|2003-08-06
53588|69693|10233|2003-08-06
49839|67938|10233|2003-08-06
59512|72530|10150|2003-08-07
32285|53380|7293|2003-08-07
10012|55871|7293|2003-08-07
45568|67955|2330|2003-08-08
44932|64026|2330|2003-08-08
18845|46840|2330|2003-08-08
37608|56559|10124|2003-08-08
40983|59753|10124|2003-08-08
29686|50996|10124|2003-08-08
29902|51109|3240|2003-08-08
4511|45413|3240|2003-08-08
43725|62573|3240|2003-08-08
45746|64159|2702|2003-08-08
22035|67821|2702|2003-08-08
22035|65607|2702|2003-08-08
40805|57353|9304|2003-08-08
39567|57386|9304|2003-08-08
18997|54330|11555|2003-08-08
45645|64948|2692|2003-08-18
51353|69167|2692|2003-08-18
44630|65381|4139|2003-08-18
24654|49309|4139|2003-08-18
44648|68508|5098|2003-08-18
58967|72117|5098|2003-08-18
45760|64208|5507|2003-08-18
24411|49162|5507|2003-08-18
58659|71839|9230|2003-08-18
12826|46271|9230|2003-08-18
59602|73275|9230|2003-08-18
58783|71925|9230|2003-08-18
45931|64125|11108|2003-08-19
49045|68554|11108|2003-08-19
41096|68442|11108|2003-08-19
37163|55566|10315|2003-08-19
22540|48249|10837|2003-08-19
9392|43548|1280|2003-08-19
7607|53674|1280|2003-08-19
31778|56892|1280|2003-08-19
59602|73276|4960|2003-08-19
40134|64881|8655|2003-08-19
32340|66379|11208|2003-08-20
49690|68328|11575|2003-08-20
48833|67742|10235|2003-08-20
36536|55436|10235|2003-08-20
45022|64617|10235|2003-08-20
41317|59295|10073|2003-08-20
54729|69958|10073|2003-08-20
11088|28276|5928|2003-08-20
38493|58248|9356|2003-08-21
38219|57187|9356|2003-08-21
9392|42142|10018|2003-08-21
5777|71375|10018|2003-08-21
7607|45539|10018|2003-08-21
25380|60480|10018|2003-08-21
45553|66072|10018|2003-08-21
22169|66728|6022|2003-08-21
22169|65599|6022|2003-08-21
4736|44069|4985|2003-08-21
10392|45865|4985|2003-08-21
35549|71709|10878|2003-08-21
41625|69224|10878|2003-08-21
43840|67219|10878|2003-08-21
45216|67978|10878|2003-08-21
6898|45528|878|2003-08-21
49618|68551|878|2003-08-21
32381|63570|10116|2003-08-22
32381|63575|10116|2003-08-22
416|47671|4116|2003-08-22
22410|48131|11603|2003-08-22
11729|45838|4710|2003-08-22
48807|66458|9849|2003-08-22
36061|54627|2858|2003-08-22
28600|58315|2858|2003-08-22
33948|53829|2858|2003-08-22
31578|52084|2858|2003-08-22
45152|62675|2858|2003-08-22
58982|72098|5747|2003-08-22
57074|72538|5747|2003-08-22
35926|63297|6434|2003-08-25
27439|58904|484|2003-08-25
8145|58158|484|2003-08-25
46064|67355|11375|2003-08-25
46064|63971|11277|2003-08-25
46064|67373|11270|2003-08-25
57022|71661|10009|2003-08-25
39041|58030|10009|2003-08-25
53545|69586|10009|2003-08-25
41541|60526|10009|2003-08-25
4647|45353|10009|2003-08-25
51978|69488|10660|2003-08-25
51978|69489|10660|2003-08-25
4220|34255|11532|2003-08-25
39767|58696|11532|2003-08-25
2924|25096|11532|2003-08-25
38282|57124|26|2003-08-26
47631|66045|11604|2003-08-26
31446|61844|9952|2003-08-26
28601|52798|11129|2003-08-26
8389|27097|11262|2003-08-26
22312|47999|7080|2003-08-26
41257|59947|11591|2003-08-26
37876|56753|11591|2003-08-26
33008|53181|11591|2003-08-26
22608|48245|11591|2003-08-26
18661|36208|11583|2003-08-26
26179|40201|11583|2003-08-26
50668|69018|11583|2003-08-26
58395|71838|2680|2003-08-26
27230|49828|4690|2003-08-26
49618|71425|2680|2003-08-26
24654|66561|2680|2003-08-26
37630|56696|7209|2003-08-26
49761|68557|7209|2003-08-26
22454|48301|7209|2003-08-26
58636|71842|48|2003-08-26
10134|45712|1975|2003-08-26
3740|20400|1975|2003-08-26
31613|61775|1975|2003-08-26
31297|53037|1975|2003-08-26
3384|31843|4718|2003-08-27
22557|48187|4718|2003-08-27
36415|58630|4775|2003-08-27
45601|64045|11595|2003-08-27
49074|68030|11595|2003-08-27
36457|55341|11595|2003-08-27
1947|54947|8623|2003-08-27
35549|57865|3846|2003-08-27
58971|72549|3846|2003-08-27
45216|66615|3846|2003-08-27
44918|63756|11017|2003-08-27
45877|65289|11017|2003-08-27
40143|58541|11017|2003-08-27
45905|66687|11017|2003-08-27
43804|64577|11017|2003-08-27
58568|71774|10071|2003-08-27
9710|60788|10071|2003-08-27
38464|59653|10071|2003-08-27
13589|51788|10429|2003-08-27
39339|60648|10429|2003-08-27
41224|71264|10429|2003-08-27
43473|71648|10429|2003-08-27
56827|71256|10429|2003-08-27
5390|46153|10055|2003-08-27
36455|56249|10055|2003-08-27
6898|45524|10055|2003-08-27
44492|63640|3853|2003-08-27
31998|67172|3853|2003-08-27
33377|53671|3853|2003-08-27
14233|42113|4985|2003-08-27
24457|49238|4985|2003-08-27
10135|45763|11583|2003-08-28
353|46854|11583|2003-08-28
353|46857|11583|2003-08-28
3760|45372|10055|2003-08-28
18198|63763|10055|2003-08-28
41454|68466|10055|2003-08-28
56761|71229|5581|2003-08-28
31778|56892|11602|2003-08-28
26599|39732|11074|2003-08-28
38239|57195|11074|2003-08-28
22560|52719|11074|2003-08-28
4983|31628|11074|2003-08-28
9392|42143|11602|2003-08-28
41044|62618|10055|2003-08-28
59087|72307|4712|2003-08-28
1794|49516|571|2003-09-01
22354|48019|8623|2003-09-01
59909|73379|2676|2003-09-01
59906|73383|2676|2003-09-01
59911|73372|2676|2003-09-01
46673|66714|2692|2003-09-01
46696|66493|2692|2003-09-01
46719|66426|2692|2003-09-01
41470|60050|9432|2003-09-01
49056|68003|9432|2003-09-01
31760|52543|9432|2003-09-01
853|45665|9117|2003-09-01
49715|67499|9117|2003-09-01
44212|63041|9117|2003-09-01
44140|63014|10623|2003-09-01
45437|65223|8677|2003-09-01
17396|21948|8677|2003-09-01
33955|53812|8677|2003-09-01
24654|49312|4600|2003-09-01
36274|55183|4139|2003-09-01
31797|52657|4139|2003-09-01
22540|48252|11075|2003-09-02
39988|58815|356|2003-09-02
3078|29817|356|2003-09-02
16518|22074|484|2003-09-02
27439|58906|484|2003-09-02
56112|70751|484|2003-09-02
56502|71072|3251|2003-09-02
38224|57157|10318|2003-09-02
800|69447|4600|2003-09-02
59602|73276|4600|2003-09-02
31797|52656|4600|2003-09-02
36777|56493|9450|2003-09-02
25335|52883|4959|2003-09-02
31905|52688|4959|2003-09-02
25470|54355|4959|2003-09-02
31802|52302|11075|2003-09-02
58486|71673|10837|2003-09-02
59282|71820|10837|2003-09-02
21293|66725|11066|2003-09-02
58945|72173|27|2003-09-02
35239|68704|10246|2003-09-02
35239|68702|10246|2003-09-02
18795|47983|221|2003-09-03
25250|49356|221|2003-09-03
44893|64252|11362|2003-09-03
40813|57926|11291|2003-09-03
39553|57742|10530|2003-09-03
12629|46223|2698|2003-09-03
827|44084|2698|2003-09-03
59026|72081|10073|2003-09-03
58978|72086|10073|2003-09-03
40924|59683|6294|2003-09-03
59304|72540|10223|2003-09-03
40364|58491|10223|2003-09-03
40737|59261|10223|2003-09-03
36018|65502|10018|2003-09-03
57710|71574|10357|2003-09-03
59968|73375|5559|2003-09-03
59980|73377|5559|2003-09-03
59961|73373|5559|2003-09-03
51054|69097|26|2003-09-04
24501|49218|26|2003-09-04
21961|47673|5136|2003-09-04
12368|46152|5136|2003-09-04
9425|16878|5136|2003-09-04
5077|30162|5136|2003-09-04
8449|30898|5136|2003-09-04
9517|27594|5136|2003-09-04
59327|71827|9910|2003-09-04
8449|30898|5136|2003-09-04
9425|16878|5136|2003-09-04
12368|46152|5136|2003-09-04
21961|47673|5136|2003-09-04
5077|30162|5136|2003-09-04
9517|27594|5136|2003-09-04
27278|60604|11610|2003-09-04
41684|60337|11610|2003-09-04
39061|57148|11610|2003-09-04
27982|49568|11610|2003-09-04
29495|51137|11610|2003-09-04
58792|71918|11583|2003-09-04
40579|60623|2858|2003-09-04
7371|47085|11611|2003-09-04
27174|56744|11506|2003-09-04
41163|58624|11506|2003-09-04
47288|65561|11506|2003-09-04
62105|49237|1375|2003-09-04
13492|55684|1375|2003-09-04
7442|38788|10109|2003-09-04
16935|27842|10109|2003-09-04
15057|52242|10109|2003-09-04
6399|66348|1029|2003-09-04
57022|68907|7076|2003-09-04
22312|48315|7076|2003-09-04
42642|61474|7076|2003-09-04
43944|64197|11613|2003-09-04
50668|69020|9755|2003-09-05
51372|69260|9755|2003-09-05
59930|73371|9344|2003-09-05
37608|56559|10124|2003-09-05
45811|65333|10124|2003-09-05
43876|62788|11557|2003-09-05
50605|69105|26|2003-09-05
59041|72264|4224|2003-09-05
39877|58708|4224|2003-09-05
39757|58667|4224|2003-09-05
36912|67213|5800|2003-09-05
40402|63964|5800|2003-09-05
41470|60049|5800|2003-09-05
49056|68007|5800|2003-09-05
23310|55966|11614|2003-09-05
31807|52615|10207|2003-09-05
18290|46670|10207|2003-09-05
22235|47923|10207|2003-09-05
41429|59912|10207|2003-09-05
7578|22863|11616|2003-09-05
39586|57364|9304|2003-09-05
58971|72549|3846|2003-09-08
35549|57865|3846|2003-09-08
26508|49594|10315|2003-09-08
154|42574|9117|2003-09-08
1967|21815|9117|2003-09-08
49045|68554|4106|2003-09-08
41096|68442|4106|2003-09-08
45931|64125|4106|2003-09-08
2797|23805|8972|2003-09-08
58500|71468|10150|2003-09-08
58668|71847|10150|2003-09-08
40985|59737|10124|2003-09-08
29617|50995|10124|2003-09-08
30767|51382|11038|2003-09-08
44809|64280|11038|2003-09-08
56854|71214|11038|2003-09-08
42308|60789|11038|2003-09-08
20565|47126|235|2003-09-08
50468|71710|6288|2003-09-08
38179|57133|9210|2003-09-08
33270|53179|9210|2003-09-08
32381|63573|9910|2003-09-08
34354|S23864|9910|2003-09-08
8989|25149|11074|2003-09-08
48737|67775|11074|2003-09-08
49743|67951|8753|2003-09-08
36833|55887|5369|2003-09-08
1311|44982|5369|2003-09-08
59087|72306|9901|2003-09-09
16792|26387|2913|2003-09-09
11375|35695|2913|2003-09-09
52206|68833|2913|2003-09-09
39339|60648|10429|2003-09-09
60041|73401|5851|2003-09-09
59602|73409|5851|2003-09-09
10703|72096|10530|2003-09-09
32100|64141|11405|2003-09-09
42992|64119|10028|2003-09-09
59577|73265|1|2003-09-10
59939|73410|1|2003-09-10
60049|73333|1|2003-09-10
60022|73394|56|2003-09-10
47557|73391|56|2003-09-10
32050|59765|5301|2003-09-10
4410|23280|1955|2003-09-10
22914|48921|1955|2003-09-10
13650|42078|790|2003-09-10
53472|69803|3530|2003-09-10
34741|53745|3530|2003-09-10
43094|67743|3530|2003-09-10
47432|65727|11618|2003-09-10
9719|50400|4312|2003-09-10
59024|72247|10057|2003-09-10
39852|58790|10057|2003-09-10
49060|68016|10057|2003-09-10
59227|72521|10057|2003-09-10
54715|69956|10057|2003-09-10
58971|72224|10057|2003-09-10
58971|72222|6580|2003-09-10
47906|73414|100|2003-09-10
47906|73415|100|2003-09-10
59917|73370|100|2003-09-10
59917|73369|100|2003-09-10
10012|45718|11619|2003-09-10
8723|43167|11619|2003-09-10
34113|53197|11618|2003-09-10
34151|53198|11618|2003-09-10
59306|72548|9910|2003-09-10
41506|69349|9910|2003-09-10
40097|58756|10018|2003-09-10
14383|40565|10018|2003-09-10
6652|57306|10018|2003-09-10
53545|69586|7076|2003-09-10
52264|69582|7076|2003-09-10
4647|45353|7076|2003-09-10
60010|73408|3851|2003-09-10
60032|73404|3851|2003-09-10
39567|57388|9304|2003-09-10
4492|41866|6178|2003-09-10
1089|44834|6178|2003-09-10
33238|65811|6178|2003-09-10
35644|66065|6178|2003-09-10
35651|56133|2698|2003-09-10
60001|73389|577|2003-09-11
53813|69892|577|2003-09-11
1403|45160|2913|2003-09-11
36593|55742|1405|2003-09-11
5606|43095|2637|2003-09-11
12815|46686|2637|2003-09-11
50896|69213|2637|2003-09-11
49470|68249|11142|2003-09-11
31785|52592|11142|2003-09-11
36283|58786|11142|2003-09-11
31518|52244|11602|2003-09-11
31441|52105|11602|2003-09-11
31528|52186|5507|2003-09-11
60005|73386|10868|2003-09-11
60016|73387|10868|2003-09-11
60035|73405|10868|2003-09-11
36611|55736|1557|2003-09-11
45540|64908|9432|2003-09-11
32178|52700|11075|2003-09-11
31760|52543|11075|2003-09-11
5915|35662|1612|2003-09-11
57103|71380|11622|2003-09-11
8505|34653|11622|2003-09-11
13650|60945|11622|2003-09-11
836|41493|11622|2003-09-11
22936|72133|11142|2003-09-12
32369|59980|11142|2003-09-12
59162|70585|3530|2003-09-12
6955|21229|3530|2003-09-12
7508|38696|3530|2003-09-12
11936|28260|3530|2003-09-12
14113|42794|3530|2003-09-12
7072|29250|3530|2003-09-12
9301|29660|3530|2003-09-12
58002|71641|3530|2003-09-12
35889|56501|3530|2003-09-12
59487|72598|3530|2003-09-12
6373|29927|3530|2003-09-12
7607|45539|3530|2003-09-12
37364|56353|3530|2003-09-12
28|44358|10138|2003-09-12
35757|56061|3530|2003-09-12
45578|67305|3530|2003-09-12
60007|73412|2134|2003-09-12
5630|29334|2134|2003-09-12
29846|51077|2134|2003-09-12
40112|64209|5986|2003-09-12
57127|71377|11623|2003-09-12
60043|73400|3240|2003-09-15
22810|48872|11095|2003-09-15
853|43265|6264|2003-09-15
51616|69895|6264|2003-09-15
10628|41979|6264|2003-09-15
51602|69738|6264|2003-09-15
43026|62677|5507|2003-09-15
52168|69575|5507|2003-09-15
31741|52517|5507|2003-09-15
19972|47097|5507|2003-09-15
10565|42381|10109|2003-09-15
7244|43992|10109|2003-09-15
17879|24710|10109|2003-09-15
3497|46676|10109|2003-09-15
43052|71646|5507|2003-09-15
22912|49838|5507|2003-09-15
41799|60416|5507|2003-09-15
35239|68705|10935|2003-09-15
11437|36994|10935|2003-09-15
28641|64065|11595|2003-09-15
2052|41484|1557|2003-09-15
46072|65565|9452|2003-09-15
33976|52997|1655|2003-09-15
30849|53346|1655|2003-09-15
49266|68183|1655|2003-09-15
38459|57404|1655|2003-09-15
38742|68316|1655|2003-09-15
38877|57678|1655|2003-09-15
38877|57828|1655|2003-09-15
47283|65529|4832|2003-09-15
1908|29289|4985|2003-09-15
1905|33972|4985|2003-09-15
1891|29743|4985|2003-09-15
60030|73396|40|2003-09-15
60028|73392|40|2003-09-15
46772|66431|11235|2003-09-15
58691|71784|11020|2003-09-15
59704|72689|10167|2003-09-15
28747|51271|10137|2003-09-15
800|69449|2680|2003-09-15
9959|52115|2680|2003-09-15
40862|65572|11625|2003-09-15
20523|47193|3064|2003-09-15
12528|32018|3064|2003-09-15
43037|61705|3593|2003-09-15
43037|61705|3593|2003-09-15
57726|71562|3593|2003-09-15
44400|65386|3593|2003-09-15
35549|57865|3213|2003-09-15
58971|72549|3213|2003-09-15
45216|66615|3213|2003-09-15
48830|66884|9876|2003-09-15
31356|51963|9876|2003-09-15
37087|56112|9876|2003-09-15
6475|42667|11627|2003-09-15
35977|55606|11627|2003-09-15
16243|32037|11627|2003-09-15
15442|33469|11627|2003-09-15
9043|28704|11627|2003-09-15
60127|73413|1|2003-09-15
60130|73423|1|2003-09-15
60124|73341|1|2003-09-15
60122|73340|1|2003-09-15
15077|73422|1|2003-09-15
57185|71332|11210|2003-09-16
60045|73390|35|2003-09-16
