bid,gender,department
9537,M,Statistics
9538,M,Low
9540,M,Economics
9541,M,Economics
9542,M,Informatics
9544,M,Medicine
9545,M,Economics
9547,M,Economics
9549,M,Economics
9550,M,Economics
9551,M,Economics
9553,M,Psychology
9554,M,Economics
9556,M,Mathematics
9557,M,Economics
9559,M,Economics
9560,M,Mathematics
9561,M,Economics
9562,M,Economics
9563,M,Economics
9564,M,Economics
9565,M,Economics
9566,M,Economics
9568,M,BusinessAdministration
9570,M,BusinessAdministration
9572,M,Mathematics
9573,M,Economics
9574,M,Economics
9575,M,BusinessAdministration
9576,M,Economics
9577,M,Economics
9578,M,Economics
9579,M,Economics
9580,M,Economics
9581,M,Economics
9582,M,Mathematics
9583,M,Informatics
9585,M,Economics
9586,M,Economics
9587,M,Low
9588,M,Economics
9590,M,Mathematics
9591,M,Economics
9592,M,Economics
9593,M,Economics
9594,M,Economics
9595,M,Statistics
9596,M,Mathematics
9598,M,Statistics
9599,M,Economics
9600,M,Mathematics
9601,M,Mathematics
9604,M,Low
9606,M,Economics
9607,M,Economics
9608,M,Mathematics
9609,M,Mathematics
9612,M,Economics
9613,M,Mathematics
9614,M,Mathematics
9617,M,Economics
9621,M,Mathematics
9622,M,Mathematics
9623,M,Mathematics
9624,M,Mathematics
9625,M,Mathematics
9626,M,Mathematics
9627,M,Mathematics
9633,M,Economics
9635,M,Mathematics
9636,M,Mathematics
9637,M,Economics
9639,M,Mathematics
9640,M,Economics
9641,M,BusinessAdministration
9642,M,Mathematics
9643,M,BusinessAdministration
9645,M,Mathematics
9646,M,Mathematics
9648,M,Mathematics
9649,M,BusinessAdministration
9653,M,Mathematics
9655,M,Mathematics
9656,M,Mathematics
9657,M,Mathematics
9661,M,Mathematics
9663,M,Mathematics
9666,M,Mathematics
9670,M,Mathematics
9671,M,Economics
9672,M,Mathematics
9674,M,Biology
9675,M,Mathematics
9676,M,Economics
9677,M,Informatics
9678,M,Mathematics
9681,M,Biology
9682,M,Informatics
9684,M,Informatics
9686,M,Mathematics
9688,M,Economics
9691,M,Informatics
9692,M,Low
9693,M,Informatics
9694,M,Low
9695,M,Mathematics
9696,M,BusinessAdministration
9697,M,Physics
9698,M,Mathematics
9699,M,BusinessAdministration
9703,M,Psychology
9704,M,Mathematics
9705,M,Psychology
9706,M,Economics
9710,M,BusinessAdministration
9712,M,Mathematics
9713,M,Economics
9714,M,Biology
9715,M,Mathematics
9716,M,Physics
9717,M,Physics
9718,M,Informatics
9720,M,Informatics
9721,M,Economics
9722,M,Physics
9725,M,Statistics
9726,M,Statistics
9727,M,Psychology
9728,M,Biology
9729,M,Physics
9730,M,Statistics
9732,M,Informatics
9733,M,Economics
9735,M,Statistics
9736,M,Mathematics
9739,M,Mathematics
9741,M,Informatics
9742,M,Mathematics
9743,M,Mathematics
9745,M,Economics
9746,M,Economics
9747,M,Physics
9749,M,Mathematics
9750,M,Biology
9751,M,Statistics
9752,M,Psychology
9753,M,BusinessAdministration
9755,M,BusinessAdministration
9756,M,Informatics
9758,M,Mathematics
9759,M,Economics
9760,M,Mathematics
9761,M,Low
9762,M,Low
9767,M,Mathematics
9769,M,Economics
9770,M,Mathematics
9771,M,Low
9773,M,Psychology
9774,M,Mathematics
9775,M,Mathematics
9776,M,Mathematics
9778,M,Mathematics
9779,M,Mathematics
9781,M,Informatics
9782,M,Mathematics
9783,M,Mathematics
9785,M,Physics
9786,M,Mathematics
9788,M,Mathematics
9789,M,Psychology
9790,M,Economics
9791,M,Psychology
9792,M,Mathematics
9793,M,Psychology
9795,M,BusinessAdministration
9796,M,Mathematics
9797,M,BusinessAdministration
9801,M,Biology
9802,M,Biology
9803,M,Economics
9804,M,Statistics
9808,M,Mathematics
9809,M,Informatics
9812,M,Physics
9813,M,Informatics
9814,M,Mathematics
9815,M,Mathematics
9816,M,Biology
9817,M,Psychology
9819,M,Mathematics
9821,M,Mathematics
9823,M,Mathematics
9824,M,Psychology
9826,M,Psychology
9827,M,Economics
9828,M,Economics
9829,M,Psychology
9831,M,Economics
9832,M,Psychology
9833,M,Economics
9835,M,Physics
9837,M,Economics
9838,M,Low
9841,M,Economics
9842,M,Low
9843,M,Economics
9845,M,Informatics
9846,M,Economics
9847,M,Economics
9848,M,Mathematics
9849,M,Biology
9850,M,Low
9852,M,Mathematics
9854,M,Mathematics
9855,M,Mathematics
9856,M,Informatics
9858,M,BusinessAdministration
9860,M,Economics
9861,M,Psychology
9863,M,Psychology
9864,M,Physics
9865,M,BusinessAdministration
9866,M,Economics
9867,M,Physics
9869,M,Low
9871,M,Mathematics
9872,M,Economics
9873,M,Mathematics
9874,M,Statistics
9876,M,Mathematics
9877,M,Economics
9878,M,BusinessAdministration
9879,M,Physics
9880,M,Informatics
9882,M,Economics
9883,M,Low
9884,M,Mathematics
9885,M,Mathematics
9886,M,Mathematics
9887,M,Medicine
9888,M,Statistics
9889,M,BusinessAdministration
9890,M,BusinessAdministration
9892,M,Economics
9893,M,Mathematics
9896,M,Economics
9897,M,Mathematics
9898,M,Economics
9899,M,Mathematics
9901,M,Physics
9903,M,Psychology
9904,M,Physics
9905,M,Physics
9906,M,Medicine
9907,M,Low
9908,M,Biology
9909,M,Medicine
9910,M,Psychology
9912,M,Low
9914,M,Low
9915,M,Economics
9916,M,Physics
9917,M,BusinessAdministration
9918,M,Medicine
9919,M,Physics
9921,M,Physics
9922,M,Mathematics
9923,M,BusinessAdministration
9924,M,Biology
9925,M,Physics
9926,M,Biology
9927,M,BusinessAdministration
9928,M,Economics
9929,M,Informatics
9931,M,Biology
9932,M,Physics
9933,M,Biology
9934,M,Mathematics
9935,M,Low
9936,M,BusinessAdministration
9939,M,Psychology
9940,M,Economics
9941,M,Biology
9942,M,Economics
9943,M,Physics
9944,M,Biology
9946,M,Mathematics
9947,M,BusinessAdministration
9948,M,Economics
9949,M,Biology
9951,M,Mathematics
9952,M,Economics
9953,M,Biology
9954,M,BusinessAdministration
9955,M,Biology
9956,M,Informatics
9958,M,Mathematics
9959,M,Biology
9960,M,Medicine
9961,M,Statistics
9963,M,Psychology
9964,M,Biology
9965,M,Physics
9966,M,Informatics
9967,M,Medicine
9968,M,Economics
9969,M,BusinessAdministration
9970,M,Economics
9971,M,Psychology
9972,M,Economics
9973,M,Economics
9975,M,Statistics
9976,M,Statistics
9977,M,Psychology
9978,M,Mathematics
9979,M,Statistics
9980,M,BusinessAdministration
9981,M,Informatics
9982,M,Informatics
9983,M,Informatics
9984,M,BusinessAdministration
9985,M,Informatics
9986,M,Statistics
9987,M,Biology
9988,M,Statistics
9989,M,Economics
9990,M,Statistics
9991,M,Statistics
9992,M,Mathematics
9994,M,Informatics
9995,M,Psychology
9996,M,Statistics
9997,M,Statistics
9998,M,Mathematics
9999,M,Statistics
10000,M,Economics
10001,M,Psychology
10002,M,Informatics
10003,M,BusinessAdministration
10004,M,Psychology
10005,M,Informatics
10006,M,Low
10007,M,Statistics
10008,M,Statistics
10009,M,Low
10010,M,Statistics
10011,M,Psychology
10012,M,Informatics
10013,M,Informatics
10014,M,Economics
10015,M,Statistics
10016,M,Statistics
10017,M,Mathematics
10018,M,Low
10019,M,BusinessAdministration
10020,M,Informatics
10021,M,Statistics
10022,M,Statistics
10023,M,Statistics
10025,M,Mathematics
10026,M,Medicine
10027,M,Psychology
10028,M,Economics
10029,M,Informatics
10030,M,Statistics
10031,M,Statistics
10032,M,Informatics
10033,M,Economics
10034,M,Statistics
10035,M,Low
10036,M,Low
10037,M,Statistics
10038,M,Economics
10039,M,Informatics
10040,M,BusinessAdministration
10041,M,Statistics
10042,M,Biology
10043,M,Medicine
10044,M,Medicine
10045,M,BusinessAdministration
10046,M,Statistics
10047,M,Biology
10048,M,Psychology
10049,M,Informatics
10050,M,Low
10051,M,Statistics
10052,M,Mathematics
10053,M,Economics
10054,M,Economics
10055,M,Low
10057,M,Economics
10059,M,Medicine
10060,M,Statistics
10061,M,Low
10062,M,BusinessAdministration
10063,M,Medicine
10064,M,Informatics
10065,M,Statistics
10066,M,Statistics
10067,M,Low
10068,M,Mathematics
10069,M,Statistics
10070,M,Statistics
10071,M,Low
10072,M,Medicine
10073,M,Economics
10074,M,Medicine
10077,M,Economics
10078,M,Medicine
10079,M,Statistics
10080,M,Medicine
10081,M,Low
10082,M,Economics
10083,M,Statistics
10084,M,Statistics
10085,M,BusinessAdministration
10086,M,Statistics
10087,M,Biology
10088,M,Low
10089,M,Psychology
10090,M,Low
10091,M,Physics
10092,M,Economics
10093,M,Low
10094,M,Economics
10095,M,Economics
10096,M,Economics
10097,M,Economics
10098,M,Physics
10099,M,Psychology
10100,M,Low
10101,M,Low
10102,M,BusinessAdministration
10103,M,Statistics
10104,M,Statistics
10105,M,Statistics
10106,M,BusinessAdministration
10107,M,Statistics
10108,M,Statistics
10109,M,Economics
10110,M,Mathematics
10112,M,Mathematics
10114,M,Economics
10115,M,Low
10116,M,Economics
10117,M,Medicine
10119,M,Low
10120,M,Informatics
10121,M,Economics
10122,M,Economics
10123,M,Economics
10124,M,Economics
10125,M,Economics
10126,M,BusinessAdministration
10127,M,Low
10128,M,Economics
10129,M,Informatics
10130,M,Economics
10132,M,Mathematics
10133,M,Mathematics
10134,M,BusinessAdministration
10135,M,Economics
10136,M,Physics
10137,M,Informatics
10138,M,Economics
10139,M,Low
10140,M,Informatics
10141,M,Mathematics
10142,M,Economics
10143,M,Economics
10144,M,Mathematics
10145,M,Statistics
10146,M,Medicine
10147,M,Informatics
10148,M,Mathematics
10149,M,Economics
10150,M,Economics
10151,M,Informatics
10152,M,Statistics
10153,M,Physics
10154,M,Statistics
10155,M,Informatics
10156,M,Biology
10157,M,Mathematics
10158,M,Mathematics
10159,M,Statistics
10161,M,Economics
10162,M,Statistics
10163,M,Low
10164,M,Economics
10165,M,Statistics
10166,M,Economics
10167,M,Informatics
10169,M,Informatics
10170,M,Statistics
10171,M,Statistics
10172,M,Economics
10173,M,Physics
10174,M,Economics
10175,M,Medicine
10177,M,Economics
10178,M,Low
10179,M,Informatics
10180,M,Psychology
10181,M,Mathematics
10182,M,Mathematics
10183,M,Economics
10184,M,Statistics
10185,M,Economics
10186,M,Economics
10187,M,Economics
10188,M,Informatics
10189,M,Statistics
10190,M,Statistics
10191,M,Statistics
10192,M,Economics
10193,M,Informatics
10194,M,Low
10195,M,Low
10196,M,Mathematics
10197,M,Psychology
10198,M,Low
10199,M,Statistics
10200,M,Informatics
10201,M,Statistics
10202,M,Informatics
10203,M,Informatics
10204,M,BusinessAdministration
10205,M,Statistics
10206,M,Statistics
10207,M,Economics
10208,M,BusinessAdministration
10209,M,BusinessAdministration
10210,M,BusinessAdministration
10211,M,Informatics
10212,M,Economics
10213,M,Informatics
10214,M,Statistics
10215,M,Statistics
10216,M,Informatics
10217,M,Informatics
10218,M,Informatics
10219,M,Informatics
10220,M,Informatics
10221,M,Economics
10222,M,Mathematics
10223,M,Economics
10224,M,Mathematics
10225,M,Informatics
10226,M,Informatics
10227,M,Economics
10228,M,Informatics
10229,M,Informatics
10230,M,Psychology
10231,M,Informatics
10232,M,Biology
10233,M,Biology
10234,M,Biology
10235,M,Biology
10236,M,Economics
10237,M,Economics
10238,M,Economics
10239,M,BusinessAdministration
10240,M,Economics
10241,M,Economics
10242,M,Economics
10243,M,Mathematics
10244,M,Economics
10245,M,Informatics
10246,M,Economics
10247,M,Low
10248,M,Statistics
10249,M,Psychology
10250,M,Economics
10251,M,Mathematics
10252,M,Statistics
10253,M,Statistics
10254,M,Statistics
10255,M,Low
10256,M,Low
10257,M,Low
10258,M,Statistics
10259,M,Economics
10261,M,Psychology
10262,M,Economics
10263,M,Low
10264,M,Psychology
10265,M,Medicine
10267,M,Low
10268,M,Low
10269,M,Low
10270,M,Economics
10271,M,Medicine
10272,M,Economics
10273,M,BusinessAdministration
10274,M,Mathematics
10275,M,Economics
10276,M,Statistics
10278,M,Informatics
10279,M,Mathematics
10280,M,Informatics
10281,M,BusinessAdministration
10282,M,Informatics
10283,M,Mathematics
10285,M,Low
10286,M,Low
10287,M,Informatics
10288,M,Economics
10289,M,Economics
10290,M,Economics
10291,M,Statistics
10293,M,Economics
10294,M,Statistics
10295,M,Economics
10296,M,Economics
10297,M,Informatics
10298,M,Economics
10299,M,Statistics
10300,M,Low
10301,M,Biology
10302,M,Biology
10303,M,Mathematics
10304,M,Biology
10305,M,Low
10306,M,BusinessAdministration
10307,M,BusinessAdministration
10308,M,Low
10309,M,Physics
10310,M,Mathematics
10312,M,Economics
10313,M,Mathematics
10314,M,Mathematics
10315,M,Medicine
10316,M,Mathematics
10317,M,Medicine
10318,M,Medicine
10319,M,Mathematics
10320,M,Statistics
10321,M,Statistics
10322,M,Low
10323,M,Low
10325,M,Economics
10326,M,Statistics
10327,M,Psychology
10328,M,Psychology
10329,M,Statistics
10330,M,Statistics
10331,M,Statistics
10332,M,Statistics
10333,M,Mathematics
10334,M,Economics
10335,M,Mathematics
10336,M,Biology
10337,M,Economics
10338,M,BusinessAdministration
10339,M,Mathematics
10340,M,Mathematics
10341,M,Low
10342,M,Economics
10343,M,Economics
10344,M,Low
10345,M,Psychology
10346,M,BusinessAdministration
10347,M,Mathematics
10348,M,Economics
10349,M,Statistics
10350,M,Informatics
10351,M,Informatics
10352,M,Mathematics
10353,M,Informatics
10354,M,Mathematics
10355,M,Mathematics
10356,M,Low
10357,M,Economics
10358,M,Mathematics
10359,M,Low
10360,M,BusinessAdministration
10361,M,Statistics
10362,M,Economics
10363,M,Economics
10364,M,Informatics
10365,M,Economics
10366,M,Informatics
10367,M,Statistics
10368,M,Mathematics
10369,M,Statistics
10370,M,Mathematics
10371,M,Physics
10372,M,Physics
10373,M,Mathematics
10374,M,Physics
10375,M,Medicine
10376,M,BusinessAdministration
10377,M,Low
10378,M,Low
10379,M,Mathematics
10380,M,Mathematics
10381,M,Biology
10383,M,BusinessAdministration
10384,M,Low
10385,M,Low
10386,M,Statistics
10387,M,Low
10388,M,Mathematics
10389,M,Economics
10390,M,Economics
10391,M,BusinessAdministration
10392,M,BusinessAdministration
10393,M,Psychology
10394,M,Psychology
10395,M,Psychology
10396,M,Psychology
10397,M,Mathematics
10398,M,Psychology
10399,M,Psychology
10400,M,Psychology
10401,M,Mathematics
10402,M,Economics
10403,M,Psychology
10404,M,Psychology
10405,M,Psychology
10406,M,Psychology
10407,M,Psychology
10408,M,Economics
10409,M,Psychology
10410,M,Psychology
10411,M,BusinessAdministration
10412,M,Psychology
10413,M,Informatics
10414,M,Low
10415,M,Medicine
10416,M,Informatics
10417,M,Statistics
10418,M,Statistics
10419,M,Low
10420,M,Low
10422,M,Biology
10423,M,Statistics
10424,M,Low
10425,M,Low
10427,M,Economics
10428,M,Psychology
10429,M,Low
10430,M,Economics
10431,M,Economics
10433,M,Economics
10434,M,Mathematics
10435,M,Low
10436,M,Informatics
10438,M,Mathematics
10439,M,Economics
10440,M,Economics
10441,M,Statistics
10442,M,Medicine
10443,M,Economics
10444,M,Informatics
10445,M,Mathematics
10446,M,Informatics
10447,M,Informatics
10448,M,Mathematics
10449,M,Economics
10450,M,Physics
10451,M,Mathematics
10452,M,Informatics
10453,M,Low
10454,M,BusinessAdministration
10455,M,Informatics
10456,M,BusinessAdministration
10457,M,Statistics
10458,M,Physics
10459,M,Physics
10460,M,Economics
10461,M,Mathematics
10462,M,Economics
10463,M,Economics
10464,M,Low
10465,M,Low
10466,M,Informatics
10467,M,Economics
10468,M,Mathematics
10469,M,Mathematics
10470,M,Informatics
10471,M,Economics
10472,M,Mathematics
10473,M,Mathematics
10474,M,Mathematics
10475,M,Mathematics
10476,M,Economics
10477,M,Low
10479,M,Biology
10480,M,Physics
10481,M,Statistics
10482,M,Statistics
10483,M,Low
10484,M,BusinessAdministration
10485,M,Low
10486,M,Economics
10488,M,Economics
10490,M,Economics
10491,M,Psychology
10492,M,Psychology
10493,M,Psychology
10494,M,Economics
10495,M,BusinessAdministration
10496,M,Physics
10497,M,Mathematics
10498,M,Informatics
10499,M,BusinessAdministration
10500,M,Physics
10501,M,Statistics
10502,M,Physics
10503,M,Mathematics
10504,M,Economics
10505,M,Economics
10506,M,BusinessAdministration
10507,M,Statistics
10509,M,Low
10510,M,Economics
10513,M,Informatics
10515,M,BusinessAdministration
10516,M,Physics
10517,M,Economics
10518,M,Mathematics
10519,M,BusinessAdministration
10520,M,Physics
10521,M,BusinessAdministration
10522,M,Economics
10523,M,Economics
10524,M,Physics
10525,M,BusinessAdministration
10526,M,BusinessAdministration
10527,M,BusinessAdministration
10528,M,Economics
10529,M,Economics
10530,M,Psychology
10531,M,Economics
10532,M,Economics
10533,M,Medicine
10534,M,Psychology
10535,M,Economics
10536,M,Economics
10537,M,Statistics
10538,M,Economics
10539,M,Statistics
10540,M,Statistics
10541,M,Psychology
10542,M,Mathematics
10543,M,Informatics
10544,M,Low
10545,M,Mathematics
10546,M,Mathematics
10547,M,Statistics
10548,M,Statistics
10549,M,Informatics
10550,M,Economics
10551,M,Low
10552,M,Economics
10553,M,Mathematics
10554,M,Mathematics
10555,M,BusinessAdministration
10556,M,Economics
10557,M,Mathematics
10559,M,Mathematics
10560,M,Informatics
10561,M,Low
10562,M,Economics
10563,M,Informatics
10564,M,Economics
10565,M,Informatics
10566,M,Statistics
10567,M,Psychology
10568,M,Economics
10569,M,Low
10570,M,Biology
10571,M,Informatics
10572,M,Mathematics
10573,M,Mathematics
10574,M,BusinessAdministration
10575,M,Economics
10576,M,Informatics
10577,M,Physics
10579,M,Economics
10580,M,Mathematics
10581,M,Informatics
10582,M,Mathematics
10585,M,BusinessAdministration
10586,M,Statistics
10587,M,Informatics
10589,M,Statistics
10590,M,Statistics
10591,M,Mathematics
10592,M,Informatics
10593,M,Statistics
10594,M,Mathematics
10595,M,Economics
10596,M,Economics
10597,M,Physics
10598,M,Economics
10599,M,BusinessAdministration
10600,M,Low
10601,M,Informatics
10602,M,Mathematics
10603,M,Mathematics
10604,M,Mathematics
10605,M,Informatics
10607,M,Mathematics
10608,M,BusinessAdministration
10609,M,BusinessAdministration
10610,M,Informatics
10611,M,Statistics
10612,M,Psychology
10613,M,Mathematics
10614,M,Economics
10615,M,Statistics
10616,M,Low
10618,M,Statistics
10620,M,Informatics
10621,M,Mathematics
10622,M,Mathematics
10623,M,Informatics
10624,M,Mathematics
10625,M,Mathematics
10627,M,Physics
10628,M,Mathematics
10629,M,BusinessAdministration
10630,M,Low
10631,M,Low
10632,M,Mathematics
10633,M,Mathematics
10634,M,Physics
10636,M,Mathematics
10638,M,Mathematics
10639,M,Psychology
10640,M,Statistics
10641,M,Economics
10642,M,Statistics
10643,M,Mathematics
10644,M,Informatics
10645,M,Psychology
10646,M,Informatics
10647,M,Physics
10648,M,Psychology
10649,M,Mathematics
10650,M,Mathematics
10651,M,Informatics
10652,M,Informatics
10653,M,Informatics
10654,M,Informatics
10655,M,Physics
10656,M,Low
10659,M,Informatics
10660,M,Economics
10661,M,Low
10662,M,Psychology
10663,M,Statistics
10664,M,Physics
10665,M,Mathematics
10666,M,Low
10667,M,Informatics
10668,M,Low
10669,M,Economics
10670,M,Economics
10671,M,Economics
10672,M,BusinessAdministration
10673,M,Statistics
10674,M,Physics
10675,M,Psychology
10676,M,Psychology
10677,M,Psychology
10678,M,Mathematics
10680,M,Informatics
10681,M,Statistics
10682,M,Psychology
10684,M,Psychology
10685,M,Low
10687,M,Statistics
10688,M,Statistics
10689,M,Informatics
10690,M,Mathematics
10691,M,Mathematics
10692,M,Mathematics
10693,M,Low
10694,M,Mathematics
10695,M,Low
10696,M,Mathematics
10697,M,Physics
10698,M,BusinessAdministration
10699,M,Mathematics
10700,M,Economics
10701,M,Low
10702,M,Economics
10703,M,Statistics
10704,M,Physics
10705,M,Economics
10706,M,Mathematics
10707,M,Economics
10708,M,Economics
10709,M,Economics
10710,M,BusinessAdministration
10711,M,Economics
10712,M,Economics
10713,M,Informatics
10714,M,Mathematics
10715,M,Informatics
10716,M,Informatics
10717,M,Statistics
10718,M,Informatics
10719,M,Mathematics
10720,M,Low
10721,M,Economics
10722,M,Mathematics
10723,M,Statistics
10724,M,Statistics
10725,M,Mathematics
10727,M,Economics
10728,M,Economics
10730,M,Mathematics
10731,M,Economics
10732,M,Statistics
10733,M,Psychology
10734,M,Mathematics
10735,M,Economics
10736,M,Economics
10737,M,Physics
10738,M,BusinessAdministration
10739,M,Low
10740,M,Economics
10741,M,BusinessAdministration
10742,M,BusinessAdministration
10743,M,BusinessAdministration
10744,M,BusinessAdministration
10745,M,BusinessAdministration
10746,M,Economics
10747,M,Physics
10748,M,Low
10750,M,Statistics
10751,M,BusinessAdministration
10752,M,Mathematics
10753,M,Economics
10754,M,Economics
10755,M,Economics
10756,M,Economics
10757,M,Mathematics
10758,M,Informatics
10760,M,Mathematics
10761,M,Mathematics
10762,M,Mathematics
10763,M,Mathematics
10764,M,Mathematics
10766,M,Informatics
10767,M,Economics
10768,M,BusinessAdministration
10769,M,Informatics
10770,M,Informatics
10771,M,BusinessAdministration
10772,M,BusinessAdministration
10773,M,BusinessAdministration
10774,M,Economics
10775,M,Informatics
10777,M,Economics
10778,M,Medicine
10779,M,Psychology
10780,M,Mathematics
10781,M,Low
10782,M,BusinessAdministration
10783,M,Mathematics
10784,M,Mathematics
10785,M,Mathematics
10786,M,Mathematics
10787,M,Statistics
10788,M,BusinessAdministration
10789,M,Economics
10790,M,Statistics
10791,M,Biology
10793,M,Mathematics
10794,M,Physics
10795,M,Informatics
10796,M,Psychology
10797,M,Psychology
10798,M,Psychology
10800,M,Low
10801,M,Informatics
10802,M,Informatics
10803,M,Informatics
10804,M,Statistics
10805,M,Statistics
10806,M,Statistics
10807,M,Statistics
10808,M,Statistics
10809,M,Informatics
10810,M,Low
10811,M,Psychology
10812,M,Mathematics
10814,M,BusinessAdministration
10815,M,Low
10816,M,Physics
10818,M,Mathematics
10819,M,BusinessAdministration
10821,M,Statistics
10822,M,Low
10823,M,Informatics
10824,M,Mathematics
10825,M,BusinessAdministration
10826,M,Informatics
10827,M,BusinessAdministration
10828,M,BusinessAdministration
10829,M,Mathematics
10830,M,BusinessAdministration
10831,M,BusinessAdministration
10832,M,BusinessAdministration
10833,M,BusinessAdministration
10834,M,Mathematics
10835,M,Psychology
10836,M,Medicine
10837,M,Psychology
10838,M,Biology
10839,M,Mathematics
10841,M,Economics
10842,M,Economics
10843,M,Economics
10844,M,Economics
10845,M,Economics
10846,M,Low
10847,M,Statistics
10848,M,Mathematics
10849,M,Low
10850,M,BusinessAdministration
10851,M,Mathematics
10852,M,Mathematics
10853,M,Statistics
10856,M,BusinessAdministration
10857,M,Economics
10858,M,Low
10859,M,Low
10860,M,Informatics
10861,M,Economics
10862,M,Statistics
10863,M,Economics
10864,M,Economics
10865,M,Economics
10866,M,Physics
10867,M,Statistics
10868,M,BusinessAdministration
10869,M,Mathematics
10870,M,Economics
10871,M,BusinessAdministration
10872,M,Mathematics
10874,M,Mathematics
10875,M,Economics
10876,M,Mathematics
10877,M,Mathematics
10878,M,Statistics
10879,M,Low
10880,M,Psychology
10881,M,Economics
10882,M,Statistics
10883,M,Economics
10884,M,Statistics
10885,M,Mathematics
10886,M,Low
10887,M,Physics
10888,M,BusinessAdministration
10890,M,Low
10891,M,Economics
10892,M,Physics
10893,M,Psychology
10894,M,Informatics
10895,M,Low
10896,M,Informatics
10898,M,Low
10899,M,BusinessAdministration
10901,M,Mathematics
10902,M,Low
10903,M,BusinessAdministration
10904,M,Economics
10905,M,Statistics
10906,M,Physics
10907,M,Statistics
10908,M,Economics
10910,M,Statistics
10912,M,Physics
10913,M,Physics
10914,M,Low
10915,M,Low
10916,M,Mathematics
10918,M,Economics
10919,M,Economics
10920,M,Low
10921,M,BusinessAdministration
10922,M,BusinessAdministration
10923,M,Mathematics
10924,M,Informatics
10925,M,Informatics
10927,M,Mathematics
10928,M,Statistics
10929,M,Economics
10930,M,Low
10931,M,Mathematics
10932,M,Medicine
10933,M,BusinessAdministration
10934,M,Psychology
10935,M,Economics
10937,M,Economics
10938,M,Statistics
10939,M,Economics
10940,M,Economics
10941,M,Psychology
10942,M,Psychology
10943,M,Medicine
10944,M,Psychology
10946,M,Economics
10947,M,Economics
10948,M,Medicine
10949,M,Mathematics
10950,M,Economics
10951,M,Biology
10952,M,Statistics
10953,M,BusinessAdministration
10954,M,Economics
10955,M,BusinessAdministration
10956,M,BusinessAdministration
10957,M,Economics
10958,M,Economics
10959,M,Economics
10961,M,Mathematics
10963,M,BusinessAdministration
10964,M,Mathematics
10965,M,Economics
10966,M,Low
10967,M,Low
10968,M,Mathematics
10969,M,BusinessAdministration
10970,M,Statistics
10971,M,Mathematics
10973,M,Mathematics
10974,M,Economics
10975,M,Psychology
10976,M,Psychology
10977,M,Psychology
10978,M,Mathematics
10979,M,Psychology
10980,M,Psychology
10981,M,Economics
10982,M,Economics
10983,M,BusinessAdministration
10984,M,Mathematics
10985,M,Low
10986,M,Economics
10987,M,Economics
10988,M,Economics
10989,M,Mathematics
10990,M,Economics
10991,M,Economics
10993,M,Low
10994,M,Statistics
10995,M,Physics
10996,M,Physics
10997,M,Psychology
10998,M,Psychology
10999,M,Economics
11000,M,Mathematics
11001,F,Low
11002,F,Mathematics
11003,F,Mathematics
11004,F,Mathematics
11005,F,Mathematics
11006,F,Physics
11007,F,Physics
11008,F,Low
11009,F,BusinessAdministration
11010,F,BusinessAdministration
11011,F,Informatics
11012,F,Low
11014,F,Economics
11015,F,BusinessAdministration
11016,F,Psychology
11017,F,Informatics
11018,F,Mathematics
11019,F,Mathematics
11020,F,Informatics
11021,F,Mathematics
11022,F,Physics
11023,F,Psychology
11024,F,Mathematics
11025,F,Physics
11026,F,Low
11027,F,Economics
11028,F,Psychology
11029,F,Low
11030,F,Statistics
11031,F,Mathematics
11032,F,Economics
11033,F,Psychology
11034,F,Economics
11038,F,Economics
11040,F,Statistics
11042,F,Low
11045,F,Medicine
11046,F,Informatics
11049,F,Biology
11051,F,Low
11052,F,Economics
11053,F,Psychology
11054,F,Psychology
11057,F,Biology
11058,F,Low
11059,F,Statistics
11060,F,Low
11061,F,Low
11062,F,Mathematics
11063,F,Mathematics
11064,F,Mathematics
11065,F,Economics
11066,F,Mathematics
11068,F,Mathematics
11069,F,Informatics
11070,F,Mathematics
11072,F,Medicine
11073,F,Medicine
11074,F,Low
11075,F,Medicine
11076,F,Psychology
11077,F,Mathematics
11078,F,Low
11081,F,Mathematics
11083,F,Biology
11084,F,Psychology
11085,F,Psychology
11086,F,Economics
11087,F,Psychology
11088,F,Psychology
11089,F,Physics
11090,F,Physics
11091,F,Mathematics
11092,F,Psychology
11093,F,Biology
11094,F,Biology
11095,F,Physics
11096,F,Physics
11097,F,Statistics
11098,F,Low
11099,F,Psychology
11101,F,Biology
11105,F,Psychology
11106,F,Statistics
11107,F,Low
11108,F,Statistics
11109,F,Biology
11110,F,Economics
11111,F,Biology
11112,F,Low
11113,F,Informatics
11114,F,Informatics
11115,F,Psychology
11116,F,Low
11117,F,Biology
11118,F,Statistics
11119,F,Mathematics
11120,F,Informatics
11121,F,Mathematics
11122,F,Physics
11123,F,Economics
11125,F,Psychology
11126,F,Economics
11127,F,Psychology
11128,F,Physics
11129,F,Economics
11130,F,Mathematics
11131,F,Economics
11132,F,Mathematics
11133,F,Economics
11134,F,Economics
11135,F,BusinessAdministration
11136,F,Low
11137,F,Statistics
11138,F,Mathematics
11139,F,Low
11140,F,Biology
11141,F,Low
11142,F,Economics
11143,F,Psychology
11144,F,Psychology
11145,F,Psychology
11146,F,Psychology
11147,F,Economics
11148,F,Mathematics
11149,F,Medicine
11150,F,Mathematics
11151,F,BusinessAdministration
11152,F,Medicine
11153,F,Economics
11154,F,Economics
11155,F,Mathematics
11156,F,Economics
